order_id,customer_id,product_name,unit_price,quantity,region,order_date
ORD103417,CUST1489,Mechanical Keyboard,3499.0,2,south,04-05-2024
ORD102745,CUST1113,Mechanical Keyboard,3499.0,2,North,04-10-2024
ORD103436,CUST1353,USB-C Hub,1299.0,1,North,20-05-2024
ORD104120,CUST1206,Wireless Mouse,799.0,2,North,2024-03-06
ORD102742,CUST1439,Portable SSD 1TB,6999.0,-1,EAST,07/04/2024
ORD100183,CUST1058,Portable SSD 1TB,6999.0,5,North,28-03-2024
ORD102854,CUST1070,Webcam 1080p,2499.0,5,EAST,2024-04-21
ORD102744,CUST1133,Noise Cancelling Headphones,5999.0,3,north,06/04/2024
ORD102918,CUST1007,Webcam 1080p,2499.0,2,,05-01-2024
ORD101341,CUST1480,Wireless Mouse,799.0,1,North,04-10-2024
ORD103644,CUST1176,USB-C Hub,1299.0,2,south,2024-04-26
ORD103467,CUST1038,Wireless Mouse,799.0,5,south,24/05/2024
ORD102177,CUST1025,Webcam 1080p,2499.0,1,EAST,30-12-2024
ORD101898,CUST1305,Wireless Mouse,799.0,2,South,17-04-2024
ORD100157,CUST1305,Wireless Mouse,799.0,2,EAST,07-03-2024
ORD104436,CUST1383,Wireless Mouse,799.0,5,EAST,22-06-2024
ORD102637,CUST1397,USB-C Hub,1299.0,1,north,01/08/2024
ORD100435,CUST1065,Mechanical Keyboard,3499.0,1,EAST,22/01/2024
ORD104338,CUST1222,USB-C Hub,1299.0,0,South,19-06-2024
ORD102444,CUST1212,Portable SSD 1TB,6999.0,3,North,18-06-2024
ORD102150,CUST1427,Laptop Stand,1999.0,3,West,02-06-2024
ORD100107,CUST1036,Wireless Mouse,799.0,3,south,31-10-2024
ORD102232,CUST1369,Mechanical Keyboard,3499.0,5,South,2024-08-23
ORD103523,CUST1333,Monitor 24-inch,8999.0,1,West,25/05/2024
ORD100585,CUST1337,Webcam 1080p,2499.0,2,South,16-10-2024
ORD104867,CUST1420,Wireless Mouse,799.0,0,North,2024-06-03
ORD103778,CUST1415,Webcam 1080p,2499.0,3,south,07-05-2024
ORD100553,CUST1074,Wireless Mouse,799.0,1,South,12/04/2024
ORD103634,CUST1222,Noise Cancelling Headphones,5999.0,0,,13/07/2024
ORD103935,CUST1021,Laptop Stand,1999.0,3,West,09-07-2024
ORD100059,CUST1206,Webcam 1080p,2499.0,2,north,08/04/2024
ORD104379,CUST1187,Laptop Stand,1999.0,0,south,2024-05-23
ORD100141,CUST1070,Mechanical Keyboard,3499.0,1,South,07/06/2024
ORD102579,CUST1170,Wireless Mouse,799.0,5,south,14-10-2024
ORD100380,CUST1272,Webcam 1080p,2499.0,2,north,14-06-2024
ORD104969,CUST1024,Portable SSD 1TB,6999.0,-1,North,17-10-2024
ORD101400,CUST1405,Portable SSD 1TB,6999.0,1,EAST,2024-08-18
ORD100519,CUST1498,Laptop Stand,1999.0,-1,EAST,2024-05-31
ORD100941,CUST1376,Webcam 1080p,2499.0,0,South,25-04-2024
ORD103472,CUST1199,Portable SSD 1TB,6999.0,5,,26/07/2024
ORD100386,CUST1375,Mechanical Keyboard,3499.0,0,South,21-11-2024
ORD100207,CUST1144,Portable SSD 1TB,6999.0,-1,north,2024-03-23
ORD102899,CUST1500,Portable SSD 1TB,6999.0,5,North,20/11/2024
ORD102551,CUST1276,Portable SSD 1TB,6999.0,1,north,29-08-2024
ORD102694,CUST1496,Laptop Stand,1999.0,2,South,2024-03-13
ORD100179,CUST1003,Laptop Stand,1999.0,2,EAST,11/03/2024
ORD101095,CUST1300,Laptop Stand,1999.0,-1,West,28/02/2024
ORD101120,CUST1377,Laptop Stand,1999.0,-1,South,2024-02-08
ORD104527,CUST1214,Portable SSD 1TB,6999.0,3,north,10/05/2024
ORD103142,CUST1172,Wireless Mouse,799.0,2,south,15/08/2024
ORD101677,CUST1104,Portable SSD 1TB,6999.0,2,North,19-03-2024
ORD101384,CUST1497,Monitor 24-inch,8999.0,5,North,26/05/2024
ORD103861,CUST1087,Portable SSD 1TB,6999.0,-1,north,2024-03-15
ORD102467,CUST1060,Webcam 1080p,2499.0,-1,North,27/02/2024
ORD104371,CUST1135,Portable SSD 1TB,6999.0,2,West,2024-04-16
ORD101129,CUST1052,Wireless Mouse,799.0,1,north,2024-10-30
ORD102387,CUST1342,Monitor 24-inch,8999.0,2,West,22/02/2024
ORD101799,CUST1017,USB-C Hub,1299.0,1,West,03/10/2024
ORD101223,CUST1086,Monitor 24-inch,8999.0,1,North,05-02-2024
ORD101383,CUST1235,Webcam 1080p,2499.0,3,West,14-08-2024
ORD103941,CUST1101,Portable SSD 1TB,6999.0,2,West,07-07-2024
ORD102766,CUST1426,USB-C Hub,1299.0,1,EAST,16/07/2024
ORD103604,CUST1251,Mechanical Keyboard,3499.0,2,north,25/02/2024
ORD104039,CUST1294,Laptop Stand,1999.0,5,West,2024-09-15
ORD100478,CUST1206,USB-C Hub,1299.0,-1,north,20/01/2024
ORD101063,CUST1498,Webcam 1080p,2499.0,-1,West,14-12-2024
ORD104836,CUST1039,Mechanical Keyboard,3499.0,5,South,10/09/2024
ORD102851,CUST1110,Webcam 1080p,2499.0,1,West,12/05/2024
ORD100259,CUST1319,Mechanical Keyboard,3499.0,1,south,20/07/2024
ORD101242,CUST1459,Mechanical Keyboard,3499.0,2,South,30-09-2024
ORD101253,CUST1397,USB-C Hub,1299.0,-1,West,02-06-2024
ORD100232,CUST1290,Wireless Mouse,799.0,2,north,13/12/2024
ORD100225,CUST1223,Portable SSD 1TB,6999.0,0,South,16/07/2024
ORD104619,CUST1470,Laptop Stand,1999.0,1,south,2024-03-23
ORD101954,CUST1255,Webcam 1080p,2499.0,5,West,06-10-2024
ORD104009,CUST1194,Wireless Mouse,799.0,1,West,12-07-2024
ORD103500,CUST1183,Laptop Stand,1999.0,1,South,19/09/2024
ORD100705,CUST1438,Noise Cancelling Headphones,5999.0,3,North,10-10-2024
ORD103761,CUST1405,Laptop Stand,1999.0,-1,North,2024-12-10
ORD104603,CUST1187,Laptop Stand,1999.0,2,north,18/09/2024
ORD104433,CUST1040,Noise Cancelling Headphones,5999.0,2,West,2024-10-05
ORD100045,CUST1141,Wireless Mouse,799.0,5,North,07-03-2024
ORD100666,CUST1434,USB-C Hub,1299.0,3,,28-08-2024
ORD102359,CUST1426,Mechanical Keyboard,3499.0,0,West,2024-03-25
ORD101904,CUST1189,Wireless Mouse,799.0,,,2024-12-16
ORD103883,CUST1261,Portable SSD 1TB,6999.0,-1,South,18/06/2024
ORD104376,CUST1440,Laptop Stand,1999.0,1,north,2024-12-21
ORD102036,CUST1089,Monitor 24-inch,8999.0,2,EAST,21/01/2024
ORD102724,CUST1237,Monitor 24-inch,8999.0,1,North,21-11-2024
ORD104329,CUST1151,USB-C Hub,1299.0,0,north,2024-10-07
ORD103736,CUST1437,Noise Cancelling Headphones,5999.0,2,West,18/02/2024
ORD104017,CUST1281,Monitor 24-inch,8999.0,-1,north,15-01-2024
ORD104721,CUST1236,Webcam 1080p,2499.0,1,South,11/08/2024
ORD104007,CUST1276,USB-C Hub,1299.0,2,EAST,2024-03-24
ORD100083,CUST1346,Portable SSD 1TB,6999.0,2,West,08-02-2024
ORD103803,CUST1444,Monitor 24-inch,8999.0,5,West,25/09/2024
ORD101664,CUST1427,Portable SSD 1TB,6999.0,2,south,25/12/2024
ORD100495,CUST1096,USB-C Hub,1299.0,2,north,30-01-2024
ORD102151,CUST1342,Webcam 1080p,2499.0,3,West,03-01-2024
ORD103178,CUST1299,Mechanical Keyboard,3499.0,2,south,22/08/2024
ORD103322,CUST1260,Wireless Mouse,799.0,5,north,12-09-2024
ORD104127,CUST1424,Webcam 1080p,2499.0,3,EAST,2024-03-20
ORD101562,CUST1104,Noise Cancelling Headphones,5999.0,5,north,14/12/2024
ORD104854,CUST1025,Laptop Stand,1999.0,1,north,27/01/2024
ORD103455,CUST1030,Laptop Stand,1999.0,2,EAST,08/02/2024
ORD101473,CUST1171,Monitor 24-inch,8999.0,5,West,06/10/2024
ORD101483,CUST1007,Monitor 24-inch,8999.0,2,North,24-05-2024
ORD103756,CUST1443,USB-C Hub,1299.0,1,South,23/08/2024
ORD104940,CUST1394,Webcam 1080p,2499.0,0,EAST,31-01-2024
ORD101870,CUST1006,Wireless Mouse,799.0,-1,EAST,2024-06-05
ORD102973,CUST1239,Laptop Stand,1999.0,2,EAST,29/07/2024
ORD102517,CUST1078,Monitor 24-inch,8999.0,0,EAST,15-12-2024
ORD103261,CUST1302,Noise Cancelling Headphones,5999.0,0,EAST,17/10/2024
ORD100438,CUST1125,Webcam 1080p,2499.0,-1,West,08/10/2024
ORD101961,CUST1485,USB-C Hub,1299.0,1,West,2024-06-29
ORD104563,CUST1404,Webcam 1080p,2499.0,5,South,03/11/2024
ORD101344,CUST1010,Wireless Mouse,799.0,3,North,22-02-2024
ORD104937,CUST1063,USB-C Hub,1299.0,-1,EAST,24-02-2024
ORD100845,CUST1046,Noise Cancelling Headphones,5999.0,5,north,11/02/2024
ORD102629,CUST1260,Webcam 1080p,2499.0,3,EAST,28-01-2024
ORD100731,CUST1417,Wireless Mouse,799.0,3,north,2024-04-25
ORD101965,CUST1352,USB-C Hub,1299.0,0,EAST,2024-02-02
ORD103972,CUST1416,Mechanical Keyboard,3499.0,0,South,2024-12-15
ORD100757,CUST1413,Wireless Mouse,799.0,0,north,2024-05-01
ORD102917,CUST1183,Laptop Stand,1999.0,2,South,19/04/2024
ORD103150,CUST1331,Portable SSD 1TB,6999.0,1,South,06/10/2024
ORD104251,CUST1393,Monitor 24-inch,8999.0,1,EAST,18/12/2024
ORD100971,CUST1222,Portable SSD 1TB,6999.0,1,EAST,2024-11-20
ORD100872,CUST1223,USB-C Hub,1299.0,0,south,01/04/2024
ORD103542,CUST1384,Portable SSD 1TB,6999.0,0,north,29/07/2024
ORD104078,CUST1300,Webcam 1080p,2499.0,1,South,2024-05-19
ORD102905,CUST1039,Wireless Mouse,799.0,0,North,14-06-2024
ORD104555,CUST1492,USB-C Hub,1299.0,3,North,22-01-2024
ORD101905,CUST1029,Portable SSD 1TB,6999.0,1,north,24-04-2024
ORD103469,CUST1199,Webcam 1080p,2499.0,2,north,2024-01-30
ORD101099,CUST1216,Monitor 24-inch,8999.0,1,North,25-08-2024
ORD103916,CUST1389,Laptop Stand,1999.0,5,north,05-12-2024
ORD102794,CUST1114,USB-C Hub,1299.0,1,North,2024-03-31
ORD102717,CUST1035,Noise Cancelling Headphones,5999.0,5,North,05/09/2024
ORD100472,CUST1064,Wireless Mouse,799.0,1,West,15/12/2024
ORD103808,CUST1431,Wireless Mouse,799.0,2,West,04/03/2024
ORD100272,CUST1285,Webcam 1080p,2499.0,3,south,27-05-2024
ORD103072,CUST1011,Monitor 24-inch,8999.0,1,South,15-09-2024
ORD103114,CUST1195,Wireless Mouse,799.0,1,South,2024-08-02
ORD100329,CUST1194,Portable SSD 1TB,6999.0,0,,29-01-2024
ORD100397,CUST1084,Monitor 24-inch,8999.0,2,EAST,17-11-2024
ORD102410,CUST1209,Monitor 24-inch,8999.0,2,South,2024-01-28
ORD101431,CUST1159,USB-C Hub,1299.0,0,south,09/08/2024
ORD101981,CUST1222,Noise Cancelling Headphones,5999.0,2,West,16-06-2024
ORD104881,CUST1406,Webcam 1080p,2499.0,1,South,2024-01-11
ORD103976,CUST1174,USB-C Hub,1299.0,1,West,2024-03-12
ORD104256,CUST1489,Laptop Stand,1999.0,0,North,29-11-2024
ORD101379,CUST1220,Wireless Mouse,799.0,-1,South,2024-05-02
ORD103306,CUST1042,Portable SSD 1TB,6999.0,2,West,2024-01-04
ORD100550,CUST1102,Laptop Stand,1999.0,3,north,17/12/2024
ORD103238,CUST1381,Mechanical Keyboard,3499.0,5,north,04-05-2024
ORD100350,CUST1124,Noise Cancelling Headphones,5999.0,3,West,20/07/2024
ORD101432,CUST1417,Noise Cancelling Headphones,5999.0,1,north,06/11/2024
ORD100153,CUST1185,Mechanical Keyboard,3499.0,5,South,05-10-2024
ORD102229,CUST1025,Mechanical Keyboard,3499.0,1,south,22-06-2024
ORD102373,CUST1410,Webcam 1080p,2499.0,2,EAST,27-10-2024
ORD100817,CUST1500,Webcam 1080p,2499.0,2,EAST,19-01-2024
ORD100181,CUST1426,Noise Cancelling Headphones,5999.0,-1,,22/01/2024
ORD101190,CUST1085,USB-C Hub,1299.0,-1,North,2024-09-19
ORD103249,CUST1220,Wireless Mouse,799.0,0,south,27/06/2024
ORD103637,CUST1096,Mechanical Keyboard,3499.0,5,south,21/07/2024
ORD101812,CUST1281,Monitor 24-inch,8999.0,1,South,08/12/2024
ORD104773,CUST1057,Webcam 1080p,2499.0,5,south,2024-09-14
ORD101750,CUST1110,Monitor 24-inch,8999.0,1,EAST,24/10/2024
ORD103007,CUST1382,Mechanical Keyboard,3499.0,0,north,29-11-2024
ORD102305,CUST1390,Portable SSD 1TB,6999.0,2,north,2024-02-08
ORD103707,CUST1348,Mechanical Keyboard,3499.0,,South,05-05-2024
ORD101921,CUST1169,Mechanical Keyboard,3499.0,5,EAST,13-04-2024
ORD104294,CUST1222,Mechanical Keyboard,3499.0,0,south,19-03-2024
ORD103062,CUST1009,Laptop Stand,1999.0,-1,North,09/04/2024
ORD104346,CUST1145,Webcam 1080p,2499.0,5,West,2024-08-02
ORD103863,CUST1409,Noise Cancelling Headphones,5999.0,2,West,08-03-2024
ORD103958,CUST1351,Noise Cancelling Headphones,5999.0,1,south,15-04-2024
ORD103317,CUST1374,Wireless Mouse,799.0,2,north,16-01-2024
ORD101145,CUST1097,Laptop Stand,1999.0,-1,north,21/12/2024
ORD103680,CUST1168,USB-C Hub,1299.0,-1,south,2024-08-13
ORD104133,CUST1381,Mechanical Keyboard,3499.0,2,North,10/06/2024
ORD100641,CUST1276,Wireless Mouse,799.0,5,north,20-07-2024
ORD104114,CUST1193,Mechanical Keyboard,3499.0,2,West,2024-01-07
ORD102439,CUST1270,Noise Cancelling Headphones,5999.0,-1,West,26/12/2024
ORD103153,CUST1429,Mechanical Keyboard,3499.0,2,South,2024-09-08
ORD101421,CUST1326,Mechanical Keyboard,3499.0,0,North,2024-11-01
ORD101941,CUST1445,Mechanical Keyboard,3499.0,0,south,19/11/2024
ORD100111,CUST1089,Monitor 24-inch,8999.0,0,north,2024-05-22
ORD103977,CUST1475,Wireless Mouse,799.0,0,north,06/07/2024
ORD104649,CUST1114,USB-C Hub,1299.0,5,North,17/09/2024
ORD104466,CUST1213,Mechanical Keyboard,3499.0,3,North,24/07/2024
ORD104517,CUST1076,Mechanical Keyboard,3499.0,2,North,2024-08-27
ORD104947,CUST1437,Mechanical Keyboard,3499.0,2,North,2024-01-31
ORD101796,CUST1080,Portable SSD 1TB,6999.0,2,south,2024-09-22
ORD103019,CUST1150,Laptop Stand,1999.0,2,south,2024-07-21
ORD100618,CUST1104,Portable SSD 1TB,6999.0,0,north,01/04/2024
ORD100496,CUST1071,Wireless Mouse,799.0,0,South,31/05/2024
ORD103246,CUST1379,Laptop Stand,1999.0,1,South,14/03/2024
ORD101282,CUST1144,Webcam 1080p,2499.0,1,north,2024-01-25
ORD104139,CUST1381,Webcam 1080p,2499.0,-1,North,2024-08-20
ORD100385,CUST1449,Noise Cancelling Headphones,5999.0,0,,16-06-2024
ORD103550,CUST1281,Wireless Mouse,799.0,5,EAST,09-09-2024
ORD102913,CUST1425,Noise Cancelling Headphones,5999.0,0,north,10/03/2024
ORD103745,CUST1383,Webcam 1080p,2499.0,5,EAST,2024-09-14
ORD104989,CUST1182,USB-C Hub,1299.0,2,north,14/08/2024
ORD103724,CUST1160,Portable SSD 1TB,6999.0,-1,north,30-10-2024
ORD102670,CUST1374,Mechanical Keyboard,3499.0,5,West,2024-03-26
ORD103894,CUST1208,Noise Cancelling Headphones,5999.0,1,EAST,02-07-2024
ORD103601,CUST1424,USB-C Hub,1299.0,1,West,16-01-2024
ORD102658,CUST1189,Monitor 24-inch,8999.0,-1,South,19-12-2024
ORD104307,CUST1017,Wireless Mouse,799.0,0,North,2024-01-27
ORD104339,CUST1297,Laptop Stand,1999.0,-1,EAST,07-05-2024
ORD102748,CUST1055,Wireless Mouse,799.0,2,EAST,05/12/2024
ORD104659,CUST1316,Webcam 1080p,2499.0,3,north,14-08-2024
ORD101663,CUST1296,Noise Cancelling Headphones,5999.0,0,EAST,19-11-2024
ORD100719,CUST1012,Webcam 1080p,2499.0,5,south,11/11/2024
ORD103073,CUST1214,Monitor 24-inch,8999.0,,EAST,2024-01-12
ORD103503,CUST1072,Webcam 1080p,2499.0,2,,03-06-2024
ORD103647,CUST1132,Monitor 24-inch,8999.0,2,EAST,28-08-2024
ORD104995,CUST1462,Noise Cancelling Headphones,5999.0,,West,2024-02-27
ORD100868,CUST1232,Wireless Mouse,799.0,1,North,2024-10-02
ORD101281,CUST1269,Webcam 1080p,2499.0,0,north,18-02-2024
ORD103399,CUST1109,Mechanical Keyboard,3499.0,1,south,2024-05-28
ORD100021,CUST1425,Webcam 1080p,2499.0,1,south,03-05-2024
ORD102097,CUST1270,Monitor 24-inch,8999.0,-1,South,08-10-2024
ORD104689,CUST1134,USB-C Hub,1299.0,2,West,2024-09-20
ORD104943,CUST1114,Wireless Mouse,799.0,2,West,09/03/2024
ORD104612,CUST1109,Mechanical Keyboard,3499.0,0,north,2024-02-19
ORD104089,CUST1337,Portable SSD 1TB,6999.0,5,north,07-12-2024
ORD101673,CUST1390,Mechanical Keyboard,3499.0,-1,West,17-05-2024
ORD101306,CUST1064,USB-C Hub,1299.0,1,EAST,2024-12-16
ORD101270,CUST1186,USB-C Hub,1299.0,1,West,07/05/2024
ORD104488,CUST1016,Monitor 24-inch,8999.0,1,EAST,2024-07-14
ORD101075,CUST1346,Portable SSD 1TB,6999.0,-1,north,15-05-2024
ORD101598,CUST1091,Wireless Mouse,799.0,3,West,10/11/2024
ORD103307,CUST1163,Monitor 24-inch,8999.0,-1,South,22/05/2024
ORD102536,CUST1074,Mechanical Keyboard,3499.0,1,North,2024-01-08
ORD101653,CUST1031,Noise Cancelling Headphones,5999.0,,North,09-04-2024
ORD103758,CUST1493,Monitor 24-inch,8999.0,-1,south,2024-08-19
ORD104291,CUST1175,USB-C Hub,1299.0,0,EAST,21/04/2024
ORD100742,CUST1007,Webcam 1080p,2499.0,2,West,2024-12-09
ORD103732,CUST1373,Webcam 1080p,2499.0,0,north,25-05-2024
ORD100838,CUST1102,Portable SSD 1TB,6999.0,0,south,2024-02-25
ORD104112,CUST1302,Wireless Mouse,799.0,1,north,06-12-2024
ORD101193,CUST1199,Laptop Stand,1999.0,2,West,03-02-2024
ORD102105,CUST1472,Mechanical Keyboard,3499.0,5,EAST,28/01/2024
ORD104205,CUST1286,USB-C Hub,1299.0,0,north,2024-04-24
ORD103782,CUST1218,Portable SSD 1TB,6999.0,5,EAST,17/04/2024
ORD100281,CUST1470,Wireless Mouse,799.0,0,West,05-04-2024
ORD104203,CUST1373,USB-C Hub,1299.0,2,south,2024-01-16
ORD101476,CUST1210,Laptop Stand,1999.0,2,South,01/07/2024
ORD100393,CUST1048,Wireless Mouse,799.0,0,south,2024-02-09
ORD104677,CUST1228,Noise Cancelling Headphones,5999.0,0,EAST,27-09-2024
ORD101178,CUST1149,Mechanical Keyboard,3499.0,2,South,09/09/2024
ORD103583,CUST1236,USB-C Hub,1299.0,-1,West,08-08-2024
ORD103151,CUST1208,Portable SSD 1TB,6999.0,2,south,2024-02-01
ORD101914,CUST1373,Noise Cancelling Headphones,5999.0,-1,West,10-07-2024
ORD103096,CUST1064,Noise Cancelling Headphones,5999.0,3,South,2024-03-08
ORD104671,CUST1136,Portable SSD 1TB,6999.0,1,West,2024-05-06
ORD101675,CUST1491,Wireless Mouse,799.0,3,North,13/03/2024
ORD100850,CUST1494,Wireless Mouse,799.0,5,North,29/01/2024
ORD100538,CUST1455,Laptop Stand,1999.0,0,South,23/06/2024
ORD101127,CUST1049,Portable SSD 1TB,6999.0,1,south,20/08/2024
ORD100964,CUST1498,Mechanical Keyboard,3499.0,2,north,27/05/2024
ORD100149,CUST1209,Mechanical Keyboard,3499.0,1,south,20/01/2024
ORD103473,CUST1004,Monitor 24-inch,8999.0,1,North,12/02/2024
ORD101194,CUST1188,Wireless Mouse,799.0,2,North,29/07/2024
ORD104250,CUST1087,Portable SSD 1TB,6999.0,-1,south,23/11/2024
ORD104402,CUST1148,Webcam 1080p,2499.0,1,north,24-03-2024
ORD103430,CUST1328,Monitor 24-inch,8999.0,-1,South,10-04-2024
ORD103018,CUST1180,Monitor 24-inch,8999.0,1,north,2024-01-08
ORD100922,CUST1182,USB-C Hub,1299.0,3,North,03/07/2024
ORD101184,CUST1051,USB-C Hub,1299.0,1,EAST,30-09-2024
ORD100629,CUST1206,Wireless Mouse,799.0,2,EAST,27-07-2024
ORD103234,CUST1304,Portable SSD 1TB,6999.0,3,North,20-08-2024
ORD102594,CUST1005,USB-C Hub,1299.0,1,West,10/02/2024
ORD101237,CUST1243,Mechanical Keyboard,3499.0,-1,South,30-05-2024
ORD104061,CUST1244,Mechanical Keyboard,3499.0,2,EAST,2024-10-31
ORD100801,CUST1000,USB-C Hub,1299.0,2,South,19-08-2024
